ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
409,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,5,1,4,3,4,3,4,1,1,1,1,0,0,1,Female,27,10,5,4,4,1,10,1,1,0.75,0.71666664,0.51249999,0.5,1,0,0,0
410,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,4,1,4,4,1,5,1,1,4,5,4,3,1,1,1,0,0,Female,38,11,4,5,2,1,10,1,1,0.5625,0.52083331,0.5625,0.5,1,0,0,0
411,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,1,5,5,4,3,2,5,4,1,1,0,0,0,Female,35,4,6,5,2,3,9,1,4,0.75,0.91666669,0.61250001,0.25,0,0,0,1
412,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,3,5,1,3,2,5,5,1,1,1,0,0,1,Female,25,7,4,5,2,3,7,2,1,0.89999998,0.69999999,0.71249998,0.5,1,0,0,0
413,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,"1, 2",2,5,5,5,5,4,2,3,4,3,3,1,1,0,0,0,Female,28,9,5,5,2,4,7,2,2,0.875,0.89166665,0.51249999,0.25,0,1,0,0
414,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 4",3,3,4,2,5,3,2,3,3,3,1,1,0,0,0,0,Female,33,9,4,5,2,3,8,1,1,0.73750001,0.64583331,0.46250001,0,1,0,0,0
415,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,5,4,3,5,3,2,3,3,2,1,1,0,0,0,0,Male,61,13,5,4,2,1,13,1,1,0.85000002,0.81666666,0.41249999,0,1,0,0,0
416,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 4",2,4,4,1,5,3,4,4,5,4,3,1,1,0,0,0,Female,29,10,4,7,3,3,10,1,4,0.625,0.67500001,0.71249998,0.25,0,0,0,1
417,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,2,1,5,4,4,5,3,4,3,4,3,1,1,1,1,0,1,Female,25,9,5,1,2,4,9,3,1,0.71249998,0.77083331,0.61250001,0.75,1,0,0,0
418,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 4",2,1,4,3,3,4,4,4,3,3,2,1,0,0,0,0,Female,35,8,4,5,2,3,8,1,1,0.625,0.54166669,0.5625,0,1,0,0,0
419,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,"1, 2, 3",3,5,5,5,5,3,4,4,4,3,3,1,0,0,0,1,Female,29,1,4,4,2,1,13,1,1,0.9375,0.84583336,0.61250001,0.25,1,0,0,0
420,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,"2, 3, 4",3,4,4,1,4,3,2,2,3,4,2,1,1,0,0,1,Female,46,7,5,5,2,1,7,1,1,0.63749999,0.67916667,0.51249999,0.5,1,0,0,0
421,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,4,1,4,4,4,4,3,4,4,3,1,2,1,0,0,0,0,Male,29,10,4,4,3,2,10,1,1,0.66250002,0.6875,0.46250001,0,1,0,0,0
422,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 4",2,3,4,2,5,5,4,1,3,1,2,1,0,0,0,0,Female,26,7,4,5,2,3,7,2,1,0.67500001,0.75833333,0.46250001,0,1,0,0,0
423,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,under 300 friends,1,1,4,4,1,3,4,4,3,3,1,2,1,0,0,0,0,Male,27,14,4,5,2,3,14,1,1,0.46250001,0.6875,0.46250001,0,1,0,0,0
424,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,2,1,5,5,5,4,4,2,4,4,3,1,1,0,0,0,0,Female,28,8,4,4,4,5,15,1,1,0.76249999,0.85416669,0.51249999,0,1,0,0,0
425,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,2,1,1,5,1,1,1,1,1,1,1,2,1,0,0,0,0,Female,45,10,4,5,2,1,10,1,4,0.41249999,0.27083334,0.21250001,0,0,0,0,1
426,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,3,2,2,5,4,4,4,5,5,3,1,1,0,0,1,Female,28,10,4,5,2,3,10,3,2,0.69999999,0.69999999,0.76249999,0.5,0,1,0,0
427,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"3, 4",2,3,4,1,5,4,1,4,3,1,1,1,1,0,0,0,Male,23,9,4,4,2,1,10,3,4,0.625,0.67500001,0.3125,0.25,0,0,0,1
428,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,1,1,5,5,5,5,4,4,4,5,5,3,1,0,0,0,1,Female,50,8,4,7,3,4,8,3,3,0.8125,0.87083334,0.76249999,0.25,0,0,1,0
429,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,2,5,5,4,5,5,5,4,1,1,1,1,1,Male,29,4,4,4,2,3,4,2,3,0.80000001,0.86666667,0.76249999,1,0,0,1,0
430,Between 1 Hour and 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,"1, 2, 3, 4",4,5,3,1,3,4,3,3,4,5,1,1,1,0,0,0,Female,30,10,4,4,2,1,10,1,1,0.60000002,0.80000001,0.66250002,0.25,1,0,0,0
431,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,2,1,3,3,4,3,3,3,3,5,3,2,1,1,0,0,0,Female,29,8,5,3,1,1,13,1,1,0.5625,0.58749998,0.61250001,0.25,1,0,0,0
432,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 3",2,4,5,2,3,1,3,1,1,1,2,1,1,0,0,0,Female,39,9,5,5,2,3,9,1,1,0.625,0.54166669,0.3125,0.25,1,0,0,0
433,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,1,1,5,4,3,5,2,5,3,5,5,1,1,1,1,0,0,Female,23,10,4,7,2,1,10,1,4,0.66250002,0.6875,0.8125,0.5,0,0,0,1
434,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,1,1,5,5,5,5,4,4,5,4,4,2,1,0,0,0,1,Female,33,8,4,5,2,3,8,1,1,0.8125,0.87083334,0.66250002,0.25,1,0,0,0
435,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,2,1,5,3,1,5,3,4,4,5,4,1,1,1,0,0,0,Male,40,1,4,7,2,3,1,2,4,0.51249999,0.70416665,0.71249998,0.25,0,0,0,1
436,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,1,5,5,5,5,5,4,1,1,1,0,0,0,Female,27,10,5,5,2,1,10,1,1,0.80000001,0.93333334,0.76249999,0.25,1,0,0,0
437,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"1, 2, 3",3,4,4,4,4,3,3,2,3,3,1,1,0,0,0,0,Female,28,8,4,3,1,1,13,1,1,0.78750002,0.72916669,0.51249999,0,1,0,0,0
438,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,1,1,4,3,2,3,2,2,3,3,3,2,1,0,0,0,1,Female,23,10,4,7,1,3,10,1,1,0.46250001,0.55416667,0.46250001,0.25,1,0,0,0
439,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,4,4,5,4,3,4,3,1,1,0,0,0,0,Female,27,11,5,5,2,4,11,3,1,0.85000002,0.88333333,0.61250001,0,1,0,0,0
440,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,1,4,4,4,5,4,4,1,1,0,0,0,1,Female,25,10,3,4,1,1,10,1,1,0.75,0.85000002,0.66250002,0.25,1,0,0,0
441,More than 3 Hours,5,0,0,0,0,1,0,under 300 friends,3,1,5,4,1,3,2,3,3,4,3,1,1,1,0,0,1,Male,21,10,3,3,1,4,10,3,1,0.46250001,0.62083334,0.5625,0.5,1,0,0,0
442,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"3, 4",2,5,5,3,5,3,3,3,5,3,3,1,1,0,1,1,Male,45,10,4,7,2,1,10,1,1,0.77499998,0.79166669,0.61250001,0.75,1,0,0,0
443,More than 3 Hours,"4, 5",0,0,0,1,1,0,under 300 friends,"1, 2, 3",3,3,3,1,5,4,3,4,4,1,1,1,1,0,0,0,Female,18,10,0,1,1,1,10,1,1,0.63749999,0.67916667,0.46250001,0.25,1,0,0,0
444,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,5,5,4,5,4,5,5,5,4,3,1,1,0,0,0,Female,24,10,5,7,5,3,10,1,4,0.76249999,0.85416669,0.76249999,0.25,0,0,0,1
445,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,under 300 friends,"2, 3",2,5,5,1,4,5,4,3,4,3,2,1,0,0,0,0,Male,23,10,4,3,1,1,10,1,1,0.625,0.875,0.61250001,0,1,0,0,0
446,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,under 300 friends,3,1,4,4,4,5,2,4,3,4,3,2,1,0,0,0,0,Female,29,10,4,7,2,1,10,1,1,0.71249998,0.63749999,0.61250001,0,1,0,0,0
447,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,3,1,4,4,4,4,3,4,4,4,4,2,1,1,0,0,0,Female,21,13,3,4,2,1,13,1,1,0.66250002,0.6875,0.66250002,0.25,1,0,0,0
448,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,3,1,3,5,5,5,4,5,5,5,5,1,1,0,0,0,1,Female,23,10,4,4,2,1,10,1,1,0.8125,0.73750001,0.8125,0.25,1,0,0,0
449,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,1,4,1,1,5,1,1,1,1,1,1,0,0,0,0,Female,34,14,4,5,2,3,7,2,3,0.36250001,0.52083331,0.21250001,0,0,0,1,0
450,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,3,4,3,3,3,3,2,1,1,1,0,0,0,Female,28,10,5,5,2,3,10,3,4,0.80000001,0.73333335,0.46250001,0.25,0,0,0,1
451,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3",2,3,5,2,4,3,3,2,4,1,2,1,0,0,0,0,Female,22,9,0,1,1,4,9,3,1,0.67500001,0.625,0.46250001,0,1,0,0,0
452,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"1, 2, 3",3,3,4,1,2,3,3,3,2,1,2,1,0,0,0,0,Female,29,8,4,4,5,5,8,,1,0.53750002,0.57916665,0.36250001,0,1,0,0,0
453,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,4,1,4,4,1,5,5,5,1,3,1,2,1,1,0,0,0,Female,24,9,4,4,2,3,13,1,1,0.5625,0.78750002,0.51249999,0.25,1,0,0,0
454,More than 3 Hours,4,0,0,0,1,0,0,between 300-1000 friends,"2, 3",2,5,5,5,5,3,5,5,5,3,1,1,0,0,0,0,Male,16,12,3,1,1,3,12,1,1,0.875,0.82499999,0.71249998,0,1,0,0,0
455,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,3,1,4,3,2,4,3,2,3,1,1,1,1,1,Male,30,13,3,7,4,1,13,1,3,0.64999998,0.75,0.41249999,1,0,0,1,0
456,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,4,4,4,3,4,3,2,1,1,2,1,0,0,0,0,Female,28,10,4,7,2,3,10,3,1,0.61250001,0.73750001,0.3125,0,1,0,0,0
457,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 4",3,5,4,1,4,1,1,3,4,4,1,1,1,0,1,1,Female,24,8,4,1,2,1,10,1,1,0.63749999,0.61250001,0.51249999,0.75,1,0,0,0
458,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,3,4,5,5,5,4,3,1,1,1,0,0,1,Male,20,13,5,7,5,1,13,1,1,0.80000001,0.93333334,0.66250002,0.5,1,0,0,0
459,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"2, 3, 4",3,5,2,2,4,4,2,4,4,3,1,1,1,0,0,0,Male,23,10,4,1,1,1,10,,1,0.58749998,0.79583335,0.51249999,0.25,1,0,0,0
460,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,"1, 2",2,5,4,3,3,1,1,3,3,3,2,1,0,0,0,0,Male,24,10,4,4,2,1,10,1,4,0.625,0.60833335,0.41249999,0,0,0,0,1
461,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,3,1,1,1,0,1,Male,31,10,3,7,5,1,10,1,1,1,1,0.8125,0.75,1,0,0,0
462,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,3,1,1,1,0,1,Male,31,10,3,7,5,1,10,1,1,1,1,0.8125,0.75,1,0,0,0
463,Less than 1 Hour,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 2",2,3,5,1,4,5,3,4,3,1,2,1,0,0,0,1,Female,40,13,5,5,2,2,13,1,1,0.625,0.74166667,0.41249999,0.25,1,0,0,0
464,Less than 1 Hour,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,4,1,4,1,4,4,5,5,3,1,1,0,0,1,Male,29,10,4,5,2,4,10,3,1,0.51249999,0.57083333,0.76249999,0.5,1,0,0,0
465,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 4",2,5,5,1,5,2,3,4,4,4,2,1,1,0,0,0,Female,47,7,6,5,3,2,10,1,1,0.67500001,0.69166666,0.61250001,0.25,1,0,0,0
466,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 4",3,4,4,1,5,4,2,1,3,1,1,1,1,0,0,0,Male,38,10,5,4,3,1,10,1,1,0.6875,0.76249999,0.36250001,0.25,1,0,0,0
467,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,"2, 3",2,3,4,3,5,3,3,3,4,4,2,1,0,0,0,0,Female,30,13,3,2,1,1,13,1,4,0.72500002,0.64166665,0.61250001,0,0,0,0,1
468,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,4,1,5,5,4,5,2,2,4,4,4,3,1,0,0,0,0,Male,64,9,4,4,4,5,13,1,1,0.76249999,0.7208333,0.5625,0,1,0,0,0
469,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,4,4,4,4,4,4,4,3,1,1,0,0,0,Male,29,10,4,4,2,1,10,1,1,0.85000002,0.81666666,0.66250002,0.25,1,0,0,0
470,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,5,5,2,5,5,3,3,5,4,1,1,1,1,1,1,Female,25,10,4,4,2,1,10,1,1,0.78750002,0.92916667,0.66250002,1,1,0,0,0
471,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,"3, 4",2,5,5,4,5,5,2,5,5,1,1,1,1,1,1,1,Male,20,13,3,1,1,1,13,1,1,0.82499999,0.94166666,0.46250001,1,1,0,0,0
472,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,4,3,4,4,2,3,4,5,1,1,1,1,0,1,Male,20,8,0,1,1,3,8,1,1,0.73750001,0.7791667,0.61250001,0.75,1,0,0,0
473,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"2, 3, 4",3,4,5,4,5,5,4,3,4,4,2,1,1,0,0,0,Female,36,10,6,5,2,1,10,1,1,0.88749999,0.89583331,0.66250002,0.25,1,0,0,0
474,More than 3 Hours,"4, 6",0,0,0,1,0,1,between 3000-5000 friends,4,1,5,5,4,5,5,3,4,5,4,1,1,1,1,1,1,Female,18,7,0,1,1,1,10,1,1,0.76249999,0.92083335,0.66250002,1,1,0,0,0
475,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,1,1,5,5,1,5,5,1,5,1,4,"1, 3",2,0,0,0,1,Female,24,8,4,4,3,3,8,3,1,0.61250001,0.87083334,0.42500001,0.25,1,0,0,0
476,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3",3,5,4,4,5,4,5,5,4,1,1,1,0,0,0,0,Female,18,10,3,1,1,1,10,1,2,0.83749998,0.87916666,0.5625,0,0,1,0,0
477,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,5,5,1,5,5,4,2,1,1,0,0,1,Male,21,11,4,4,5,5,11,3,1,0.94999999,0.98333335,0.5625,0.5,1,0,0,0
478,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,3,1,5,4,1,5,5,4,5,5,5,3,1,1,1,1,1,Female,49,9,4,2,1,3,9,1,1,0.5625,0.85416669,0.76249999,1,1,0,0,0
479,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"2, 3",2,3,4,3,4,3,5,4,5,4,3,1,1,0,1,1,Male,20,8,4,1,5,4,8,3,1,0.67500001,0.625,0.76249999,0.75,1,0,0,0
480,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,1,4,4,4,4,2,4,"1, 3",2,1,0,1,1,Female,23,9,4,4,3,1,13,1,1,0.69999999,0.76666665,0.625,0.75,1,0,0,0
481,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,1,5,4,4,3,5,4,2,1,0,0,0,1,Female,30,9,4,4,3,1,13,1,1,0.75,0.85000002,0.71249998,0.25,1,0,0,0
482,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,3,3,5,4,3,4,3,1,1,0,0,0,0,Male,21,11,3,5,1,2,11,1,1,0.80000001,0.86666667,0.61250001,0,1,0,0,0
483,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 2, 4",3,5,4,4,4,4,4,5,5,4,1,1,1,0,0,0,Female,45,9,4,5,2,4,10,3,1,0.78750002,0.86250001,0.71249998,0.25,1,0,0,0
484,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,3,3,3,3,3,4,2,3,1,1,1,0,0,0,0,Female,19,10,0,1,1,1,10,1,1,0.63749999,0.61250001,0.46250001,0,1,0,0,0
485,Between 1 Hour and 3 Hours,4,0,0,0,1,0,0,between 300-1000 friends,"1, 2, 3",3,3,5,5,5,5,5,5,3,3,2,1,1,0,1,1,Female,21,10,0,1,2,3,10,1,1,0.9375,0.84583336,0.61250001,0.75,1,0,0,0
486,Less than 1 Hour,"2, 4",0,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,2,4,4,2,4,4,5,2,5,3,1,1,1,1,1,Female,33,13,4,4,4,5,15,,1,0.75,0.64999998,0.61250001,1,1,0,0,0
487,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,2,1,4,4,4,5,4,1,4,4,4,1,1,1,0,0,0,Male,62,10,4,7,3,1,10,1,1,0.71249998,0.77083331,0.51249999,0.25,1,0,0,0
488,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,3,4,1,4,5,4,5,5,5,1,1,1,0,0,1,Female,21,8,0,1,1,3,8,1,4,0.69999999,0.76666665,0.76249999,0.5,0,0,0,1
489,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 4",3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,Male,35,8,4,4,2,1,8,1,1,0.63749999,0.61250001,0.5625,1,1,0,0,0
490,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"2, 3, 4",3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,Male,25,8,3,1,1,1,8,1,1,0.9375,0.97916669,0.8125,1,1,0,0,0
491,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3",3,3,4,3,5,5,5,1,2,2,2,1,1,0,0,0,Female,20,7,4,1,1,1,7,2,1,0.78750002,0.79583335,0.51249999,0.25,1,0,0,0
492,More than 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,3,1,5,5,4,4,5,4,5,4,5,1,1,1,0,0,0,Male,23,8,4,1,1,4,8,4,1,0.71249998,0.90416664,0.71249998,0.25,1,0,0,0
493,More than 3 Hours,"2, 4, 6",0,1,0,1,0,1,under 300 friends,"2, 4",2,4,5,3,5,5,5,5,5,5,3,1,1,0,0,0,Male,16,13,3,1,1,1,13,1,4,0.77499998,0.85833335,0.8125,0.25,0,0,0,1
494,More than 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,3,1,5,5,4,5,5,5,1,2,1,1,1,0,0,0,0,Male,28,13,4,4,2,1,13,1,1,0.76249999,0.92083335,0.46250001,0,1,0,0,0
495,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,5,5,5,5,5,1,3,3,2,1,1,0,0,0,Male,18,10,3,1,1,1,10,1,1,0.8125,0.9375,0.61250001,0.25,1,0,0,0
496,Less than 1 Hour,5,0,0,0,0,1,0,between 300-1000 friends,2,1,5,5,5,5,5,5,1,3,3,2,1,1,0,0,0,Male,18,10,3,1,1,1,10,1,1,0.8125,0.9375,0.61250001,0.25,1,0,0,0
497,More than 3 Hours,"2, 3, 5, 6",0,1,1,0,1,1,between 3000-5000 friends,"1, 2, 3",3,3,5,4,3,5,4,4,2,3,2,1,1,0,0,0,Female,20,13,4,1,1,1,13,1,1,0.78750002,0.79583335,0.51249999,0.25,1,0,0,0
498,Between 1 Hour and 3 Hours,"5, 6",0,0,0,0,1,1,under 300 friends,2,1,3,1,1,5,5,1,1,4,1,1,1,0,0,0,0,Male,17,3,3,2,1,3,3,2,1,0.41249999,0.67083335,0.36250001,0,1,0,0,0
499,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3",2,4,4,4,4,4,3,4,4,3,1,1,1,0,0,0,Female,26,9,5,5,2,3,9,1,1,0.72500002,0.77500004,0.5625,0.25,1,0,0,0
500,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,4,1,4,4,3,4,1,4,4,4,4,2,1,1,0,1,1,Female,40,9,5,5,2,3,8,1,1,0.61250001,0.53750002,0.66250002,0.75,1,0,0,0
501,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"2, 3, 4",3,5,5,4,5,4,4,4,5,5,1,1,1,0,0,0,Male,55,8,4,5,2,4,8,3,1,0.88749999,0.89583331,0.76249999,0.25,1,0,0,0
502,Between 1 Hour and 3 Hours,"2, 5, 6",0,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,3,5,2,3,5,1,1,3,4,2,1,0,0,1,1,Female,23,13,4,1,2,1,10,1,1,0.6875,0.76249999,0.46250001,0.5,1,0,0,0
503,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,4,4,3,5,4,3,4,4,4,4,1,1,0,0,0,Female,21,13,3,1,1,1,13,1,1,0.78750002,0.79583335,0.61250001,0.25,1,0,0,0
504,More than 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,2,1,5,5,5,5,4,4,5,5,5,1,1,1,0,1,1,Male,40,10,5,1,2,1,13,1,4,0.8125,0.87083334,0.76249999,0.75,0,0,0,1
505,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"2, 3, 4",3,5,4,1,4,5,2,1,4,4,4,1,1,1,1,1,Female,27,8,4,5,2,3,2,2,1,0.63749999,0.87916666,0.5625,1,1,0,0,0
506,Less than 1 Hour,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"1, 3, 4",3,4,4,1,5,4,1,2,4,3,1,1,1,1,0,0,Male,58,9,3,7,5,3,9,1,1,0.6875,0.76249999,0.46250001,0.5,1,0,0,0
507,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3",2,4,4,3,3,5,5,4,4,5,3,1,1,1,0,0,Female,18,5,3,1,1,3,5,2,1,0.625,0.80833334,0.76249999,0.5,1,0,0,0
508,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,2,1,4,4,2,4,4,4,4,4,5,"1, 2",2,1,0,0,1,Male,38,8,5,5,2,1,10,3,1,0.5625,0.72083336,0.77499998,0.5,1,0,0,0
509,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,1,5,1,4,4,3,4,4,4,2,1,0,0,0,0,Male,39,10,4,5,2,1,13,1,1,0.75,0.58333331,0.61250001,0,1,0,0,0
510,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,3,1,5,5,1,5,5,5,4,5,4,2,1,1,1,1,0,Female,29,10,4,4,2,1,10,1,1,0.61250001,0.87083334,0.76249999,0.75,1,0,0,0
511,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,2,2,5,5,1,1,1,1,0,0,0,Female,55,1,4,7,4,1,13,1,1,0.82499999,0.74166667,0.46250001,0.25,1,0,0,0
